user_id,username,full_name,email_address,phone_number,city,province,age,occupation,monthly_income,account_balance,consent_personalization,segment_ground_truth,total_spend,total_trx,fav_category,fav_method,E_Wallet_spend,Food_Beverage_spend,Internet_spend,Lifestyle_Entertainment_spend,Retail_Convenience_spend,Telco_spend,Transport_Mobility_spend,Utilities_spend,Apply Credit Card,Apply Loan,History Transaction,Insurance,Investment,My Schedule,QRIS,Savings,Tukar Point Xtra,Voucher,E_Wallet_ratio,Food_Beverage_ratio,Internet_ratio,Lifestyle_Entertainment_ratio,Retail_Convenience_ratio,Telco_ratio,Transport_Mobility_ratio,Utilities_ratio,engagement_score,spend_to_income,occupation_encoded,fav_category_encoded,fav_method_encoded,segment_ground_truth_encoded,cluster,pca_1,pca_2,segment_name,generated_message,cta,product_focus,category_focus,trigger_reason,cta_label,recommendation_confidence,predicted_cta
1159,zulaikaajiman,Marsudi Natsir,prasetyojohan@example.net,+62 (0466) 574-3748,Sawahlunto,Gorontalo,38,Doctor,39880763,91064547,True,Established Professional,15895542,71,Transport & Mobility,QRIS,290725,0,6033870,164468,1902299,0,1435624,6068556,0,12,0,17,15,0,0,0,0,0,0.0182897180675111,0.0,0.3795950852386735,0.0103467997287038,0.1196749931726144,0.0,0.0903161345290311,0.3817772063527493,15,0.3985766671872184,1,6,2,0,3,3.5511212352746067,-0.03986005201488409,Freelancer,,,,,,0,0.9947999999999999,
1160,melanitantri,"dr. Putri Yuliarti, M.Ak",lembah17@example.org,+62 (454) 443 2830,Surabaya,Maluku Utara,40,Lawyer,20949480,173380797,True,Established Professional,23137756,73,Utilities,Bayar Tagihan,159741,115212,8948914,0,1714923,0,931349,11267617,0,24,0,28,11,0,0,0,0,0,0.0069039103487861,0.0049793936378534,0.3867667034449363,0.0,0.0741179449676129,0.0,0.0402523459815054,0.4869796583999045,11,1.1044548549913955,5,7,0,0,3,3.5785753315605326,-2.7429828108901235,Freelancer,Jangan biarkan koneksi internet terputus di tengah deadline krusial. Aktifkan My Schedule agar tagihan PLN terbayar otomatis dan fokus kreatifmu tidak terganggu.,My Schedule,Bayar Tagihan,Internet,Deadline Protection,4,0.965,My Schedule
1161,aslijanyolanda,Hana Andriani,vwibisono@example.org,+62-538-758-4282,Bengkulu,Sulawesi Utara,28,Private Employee,5914794,21567645,True,Young Professional,10453923,57,Transport & Mobility,QRIS,230158,1020039,7087978,0,928850,0,909914,276984,12,0,0,0,23,0,0,29,0,0,0.0220164217761674,0.097574748008499,0.6780208082630025,0.0,0.0888518033993742,0.0,0.0870404261595932,0.0264956967355033,52,1.7674193272970575,6,6,2,3,0,0.0672407645185727,2.3082111094326563,Student,,,,,,0,1.0,
1162,karimanpurwanti,Warsita Zulaika,shakila13@example.com,+62-0465-549-4717,Subulussalam,DI Yogyakarta,39,Entrepreneur,52942311,57538160,True,Established Professional,19039805,66,Retail & Convenience,QRIS,188641,0,8563037,0,2889677,144204,603528,6650718,0,29,0,23,20,0,0,0,0,0,0.0099077164966911,0.0,0.4497439207101165,0.0,0.1517702963990284,0.0075738166659891,0.0316982221352465,0.3493059750713846,20,0.359633047381837,2,4,2,0,3,3.1946546566186638,-0.527313316112223,Freelancer,,,,,,0,0.9797999999999999,
1163,gnababan,"Harjaya Nuraini, S.Pd",jhabibi@example.org,+62-569-725-2175,Lubuklinggau,Bengkulu,22,Fresh Graduate,2968793,2057872,True,Student,15075530,90,E-Wallet,QRIS,7681641,1652267,0,2977637,0,2296701,453412,13872,0,0,0,0,0,0,27,0,21,15,0.509543643935328,0.1095992572334599,0.0,0.1975145684752331,0.0,0.1523462755640249,0.0300760218661617,0.0009201665931369,42,5.0779980018822455,4,0,2,2,2,-3.729399728492248,-0.7432765996533947,Established Professional,,,,,,0,0.8345010964912281,
1164,hartatikuncara,"R.M. Koko Manullang, M.Kom.",mustofaparis@example.com,(066) 760-0835,Madiun,Sumatera Utara,33,Freelancer,6093109,1861958,True,Freelancer,18509388,81,Transport & Mobility,QRIS,5172779,1485672,10416326,0,0,163364,1151675,119572,0,0,19,0,0,28,0,0,0,21,0.2794678419692838,0.080265858586688,0.5627590408305753,0.0,0.0,0.008826007168578,0.0622211246411213,0.0064600727771186,21,3.0377570731531187,3,6,2,1,1,0.19000721438715576,0.8478991706890636,Young Professional,,,,,,0,0.9999632352941177,
1165,argonowastuti,"Hilda Prasetyo, S.I.Kom",eka16@example.net,+62 (0210) 447-8985,Tangerang Selatan,Jawa Barat,50,Doctor,24385123,137564084,True,Established Professional,19602183,65,Retail & Convenience,QRIS,0,109234,9831716,0,2629525,196238,658124,6177346,0,24,0,20,18,0,0,0,0,0,0.0,0.0055725423248756,0.5015622748975318,0.0,0.1341444912464856,0.0100110273426675,0.0335740139976239,0.3151355991760918,18,0.803858245707506,1,4,2,0,3,3.5261620452636926,-0.606163079865587,Freelancer,,,,,,0,0.9851846153846152,
1166,ana53,"dr. Ajiman Pradana, S.H.",indradamanik@example.net,082 150 6489,Serang,Bengkulu,25,Freelancer,12680808,11560346,True,Freelancer,16021733,62,E-Wallet,QRIS,5241908,1413792,8235562,0,305596,93775,731100,0,0,0,30,0,0,18,0,0,0,14,0.3271748238985867,0.088242134091104,0.5140243871231416,0.0,0.0190738405718132,0.0058529869488533,0.0456317649512843,0.0,14,1.263463001453614,3,0,2,1,1,-0.3784544928865155,1.1301492716800685,Young Professional,,,,,,0,0.9999632352941177,
1167,yolandaarta,Hamzah Handayani,jmaheswara@example.com,(0230) 461-8499,Padangpanjang,Gorontalo,19,Student,3360720,1324378,True,Student,9569201,55,E-Wallet,Top Up,4708165,885170,0,2018799,480005,1336314,140748,0,0,0,0,0,0,0,28,0,28,19,0.4920122910980455,0.0925019662036604,0.0,0.2109683754193923,0.0501614450191353,0.1396473812549886,0.0147084365028557,0.0,47,2.847365490916979,7,0,3,2,2,-4.019077007722926,-0.05874795744593045,Established Professional,"Frekuensi pengisian saldo OVO Anda cukup tinggi bulan ini. Untuk menjaga likuiditas dana tunai tetap optimal, gunakan Kartu Kredit sebagai sumber dana top-up agar Anda tetap mendapatkan poin.",Apply Credit Card,Top Up,E-Wallet,Cash Flow Optimization,1,0.948119995946083,Apply Credit Card
1168,suryonodarsirah,Faizah Sudiati,karsanurdiyanti@example.org,+62 (642) 087-3753,Balikpapan,DKI Jakarta,19,Student,3340727,1795560,True,Student,11228722,66,E-Wallet,Bayar Tagihan,5490594,900754,322021,2969318,0,1518820,0,27215,0,0,0,0,0,0,28,0,11,10,0.4889775978978197,0.0802187390320341,0.0286783278917825,0.2644395092834688,0.0,0.1352620418190029,0.0,0.0024236950185697,38,3.361160202207423,7,0,0,2,2,-4.028475809019616,-2.0924678722334242,Established Professional,"Gaya hidup yang berkualitas perlu diseimbangkan dengan pertumbuhan aset. Sambil menikmati langganan Dana, mulailah alokasikan dana secara rutin ke instrumen Reksadana.",Investment,Bayar Tagihan,Lifestyle & Entertainment,Balanced Lifestyle,3,0.7625,Investment
1169,pertiwiulva,Purwadi Melani,januarkambali@example.net,+62-0744-701-2045,Pagaralam,Jambi,32,Civil Servant,12558378,17855251,True,Young Professional,13448495,79,Transport & Mobility,QRIS,168034,1718711,8163687,0,1790733,85385,1521945,0,14,0,0,0,30,0,0,14,0,0,0.0124946313699316,0.127799495200058,0.6070334556369723,0.0,0.1331548895876535,0.0063490370967876,0.1131684167508396,0.0,44,1.0708782558640728,0,6,2,3,0,1.2122108137546659,2.9248462678109797,Student,,,,,,0,1.0,
1170,gunawanajiman,"Marsudi Narpati, S.Psi",taufik94@example.net,+62 (055) 216 6746,Padangpanjang,Jawa Timur,53,Lawyer,40493721,182640310,True,Established Professional,26995262,79,Transport & Mobility,QRIS,147972,199368,11662256,0,1605174,0,1255951,12124541,0,20,0,26,11,0,0,0,0,0,0.0054814061266971,0.0073852957091027,0.432011201372626,0.0,0.0594613210473259,0.0,0.0465248662330128,0.4491358724676992,11,0.6666530184604912,5,6,2,0,3,4.403403967937935,-2.2280051108397685,Freelancer,,,,,,0,0.925,
1171,mustofazulaikha,"R. Ciaobella Agustina, M.Farm",rpurnawati@example.com,+62 (96) 590-2771,Palembang,Banten,22,Student,1871525,2673600,True,Student,13294095,72,E-Wallet,Top Up,6575983,1389426,167896,2911360,177988,2071442,0,0,0,0,0,0,0,0,22,0,16,12,0.4946543939505176,0.1045145153156709,0.0126293656973742,0.2189964627907004,0.013388499676849,0.1558166873475263,0.0,0.0,34,7.103345077760074,7,0,3,2,2,-4.423600407161524,-0.9016810853206169,Established Professional,"Frekuensi pengisian saldo ShopeePay Anda cukup tinggi bulan ini. Untuk menjaga likuiditas dana tunai tetap optimal, gunakan Kartu Kredit sebagai sumber dana top-up agar Anda tetap mendapatkan poin.",Apply Credit Card,Top Up,E-Wallet,Cash Flow Optimization,1,0.9395972686733556,Apply Credit Card
1172,rajatashakila,"Shania Novitasari, M.Farm",ulvasirait@example.net,089 163 7562,Balikpapan,Jawa Timur,28,Private Employee,7634980,11048539,True,Young Professional,15394148,68,Food & Beverage,QRIS,345652,1893327,11016751,176476,1392522,0,569420,0,25,0,0,0,13,0,0,13,0,0,0.0224534659239689,0.1229900399171139,0.7156453403172854,0.011463836032768,0.090457874611971,0.0,0.0369893782371471,0.0,26,2.0162653973860576,6,1,2,3,0,-0.18434464265834866,1.7071004501569405,Student,,,,,,0,1.0,
1173,klailasari,Janet Permadi,kala08@example.org,0866317797,Payakumbuh,Sulawesi Tengah,32,Private Employee,7626181,3089782,True,Young Professional,17070773,78,Retail & Convenience,QRIS,69897,1341411,12207495,430760,1851968,0,1169242,0,23,0,0,0,28,0,0,26,0,0,0.0040945419346539,0.078579389546133,0.7151108086838944,0.0252337708881858,0.1084876409236042,0.0,0.0684937894438764,0.0,54,2.2384429062930837,6,4,2,3,0,0.25079777822285504,1.9790399947395292,Student,,,,,,0,1.0,
1174,dasa70,Ani Puspita,iswahyudinova@example.net,+62 (0883) 755-0375,Tasikmalaya,Papua,37,Freelancer,14565728,10962498,True,Freelancer,18065902,69,Transport & Mobility,QRIS,3781986,1229187,11450267,409197,0,0,1063466,131799,0,0,17,0,0,16,0,0,0,19,0.2093438672841318,0.0680390567800568,0.6338054067931174,0.0226502378541498,0.0,0.0,0.058865919959827,0.0072954559758236,19,1.2403019443791656,3,6,2,1,1,0.8957938162667366,0.7926718490758476,Young Professional,,,,,,0,1.0,
1175,glatupono,Ade Siregar,rahmi48@example.net,+62 (102) 726-1493,Bitung,Riau,32,Freelancer,3547605,4883526,True,Freelancer,22026554,74,Internet,QRIS,4070169,1382514,14778999,0,0,378925,1084502,331445,0,0,26,0,0,16,0,0,0,22,0.1847846383603791,0.0627657842999052,0.6709627992212127,0.0,0.0,0.0172030987142564,0.049236115225463,0.0150475187790373,22,6.2088501372474845,3,2,2,1,1,-0.19038052177543538,0.8688931571354258,Young Professional,,,,,,0,1.0,
1176,vinsennainggolan,Praba Agustina,usadavanya@example.net,+62 (077) 982-7080,Sawahlunto,Sulawesi Utara,44,Entrepreneur,50469526,49107171,True,Established Professional,24753332,85,Retail & Convenience,QRIS,0,0,9696676,249506,1712047,284645,1360882,11449576,0,18,0,10,21,0,0,0,0,0,0.0,0.0,0.3917321356279576,0.0100796931063788,0.0691643020356087,0.0114992595138602,0.0549777276458083,0.4625468416717861,21,0.4904609468600726,2,4,2,0,3,3.50467796617649,-1.0760592305498444,Freelancer,,,,,,0,0.9697999999999999,
1177,zalindraprastuti,"R. Ciaobella Wibisono, M.Ak",clara66@example.net,+62-0465-472-2698,Tanjungpinang,Maluku Utara,28,Private Employee,12132648,6851253,True,Young Professional,14912976,80,Retail & Convenience,QRIS,224071,1138060,9826705,289437,2321512,0,1113191,0,20,0,0,0,30,0,0,24,0,0,0.0150252360745946,0.0763134014087194,0.6589365087869444,0.0194083984706742,0.1556705948114853,0.0,0.0746457933918895,0.0,54,1.2291607545887135,6,4,2,3,0,0.4013790403913542,2.2244636496181385,Student,,,,,,0,1.0,
1178,himawanpranowo,Silvia Situmorang,salsabilanugroho@example.net,0851587996,Pagaralam,Aceh,34,Private Employee,9456573,7772657,True,Young Professional,12458144,65,Food & Beverage,QRIS,501745,1786325,7458068,170243,2000222,0,541541,0,22,0,0,0,29,0,0,26,0,0,0.040274454985072,0.143386114064333,0.5986499595244718,0.0136651965441082,0.1605553635794093,0.0,0.0434688310338336,0.0,55,1.317405648176602,6,1,2,3,0,-0.46313840453711014,2.221839141560189,Student,,,,,,0,0.98,
1179,dongoranprabowo,"Asman Pangestu, S.T.",kemalzulaika@example.com,+62 (04) 380 5719,Tidore Kepulauan,Papua Barat,18,Student,2290217,2545795,True,Student,8834899,63,E-Wallet,Top Up,3877354,1293695,159382,1935012,0,1278733,0,290723,0,0,0,0,0,0,19,0,24,30,0.4388678989009496,0.1464300671201711,0.0180400457277388,0.2190191173640901,0.0,0.1447365561579644,0.0,0.0329062015416133,49,3.8576672613698784,7,0,3,2,2,-4.688685087709197,-0.32738069945895015,Established Professional,"Frekuensi pengisian saldo ShopeePay Anda cukup tinggi bulan ini. Untuk menjaga likuiditas dana tunai tetap optimal, gunakan Kartu Kredit sebagai sumber dana top-up agar Anda tetap mendapatkan poin.",Apply Credit Card,Top Up,E-Wallet,Cash Flow Optimization,1,0.7870972778179675,Apply Credit Card
1180,calistasuwarno,Wira Wibowo,yagustina@example.net,+62 (800) 439 7359,Tebingtinggi,Kalimantan Selatan,49,Doctor,51453788,111628856,True,Established Professional,22787804,73,Retail & Convenience,QRIS,276484,0,6245335,0,2325340,294726,1047479,12598440,0,12,0,23,18,0,0,0,0,0,0.0121329807763406,0.0,0.2740647903560698,0.0,0.1020431761637419,0.012933496666309,0.0459666475116844,0.5528588646427333,18,0.4428790268487321,1,4,2,0,3,4.088034620333663,-1.661508121544944,Freelancer,,,,,,0,0.985,
1181,usman21,Oman Mulyani,waluyobajragin@example.com,+62 (0842) 294 0572,Bukittinggi,Maluku Utara,31,Freelancer,11396529,10059387,True,Freelancer,21338369,88,E-Wallet,QRIS,5438583,2356452,12237241,207589,0,0,986454,112050,0,0,10,0,0,23,0,0,0,26,0.254873404107249,0.1104326150497905,0.5734852755857172,0.0097284375516967,0.0,0.0,0.046229116844445,0.0052511039971656,26,1.8723566734786816,3,0,2,1,1,-0.1864257710629797,1.0058055727166089,Young Professional,,,,,,0,0.9999632352941177,
1182,utamipatricia,Nurul Pertiwi,cakrabuana58@example.org,+62 (81) 826-8861,Jayapura,Kalimantan Tengah,37,Freelancer,4349590,11033390,True,Freelancer,23204606,78,E-Wallet,QRIS,6760242,1152834,13943603,0,24364,0,1107424,216139,0,0,30,0,0,27,0,0,0,27,0.291331889395929,0.0496812551059365,0.6008980458061626,0.0,0.0010499639144933,0.0,0.047724316123949,0.0093144865586389,27,5.334893786565219,3,0,2,1,1,-0.14884314790683284,0.733803970513787,Young Professional,,,,,,0,1.0,
1183,mujur54,"Drs. Karta Kusmawati, M.Pd",latuponouli@example.com,(0399) 305 6164,Bandar Lampung,Sumatera Utara,21,Fresh Graduate,3532158,1100119,True,Student,13940364,86,E-Wallet,Top Up,6826342,1830335,0,3504406,0,1188442,208526,382313,0,0,0,0,0,0,10,0,24,26,0.4896817264110373,0.1312974947212644,0.0,0.251385526849548,0.0,0.0852518567483706,0.0149584318631542,0.027424891672492,36,3.946697756244835,4,0,3,2,2,-3.6273088711808805,-0.30060264936553277,Established Professional,"Frekuensi pengisian saldo ShopeePay Anda cukup tinggi bulan ini. Untuk menjaga likuiditas dana tunai tetap optimal, gunakan Kartu Kredit sebagai sumber dana top-up agar Anda tetap mendapatkan poin.",Apply Credit Card,Top Up,E-Wallet,Cash Flow Optimization,1,0.9173896845907715,Apply Credit Card
1184,dian87,Sadina Nababan,dian11@example.org,0880133613,Sukabumi,DI Yogyakarta,18,Student,3828212,2462559,True,Student,13482065,87,Food & Beverage,QRIS,6092800,1895940,0,2585894,314913,2211946,0,380572,0,0,0,0,0,0,18,0,18,15,0.4519188676275579,0.1406268149110084,0.0,0.1918025026728099,0.0233579185860683,0.1640658041579087,0.0,0.0282280178720383,33,3.5217645935584043,7,1,2,2,2,-3.93746675228548,-1.171669920755987,Established Professional,,,,,,0,0.8486373144399461,
1185,asirwadaharyanti,Bakianto Hidayanto,nugrohojefri@example.net,+62 (093) 466 7665,Meulaboh,Jambi,24,Fresh Graduate,3416955,218743,True,Student,11808027,69,Lifestyle & Entertainment,Bayar Tagihan,4547178,1071472,103693,4533926,182922,1368836,0,0,0,0,0,0,0,0,16,0,10,27,0.3850920746461644,0.0907409772402301,0.0087815679298863,0.3839697873345151,0.015491325054446,0.1159241831066118,0.0,0.0,43,3.4557152623563194,4,3,0,2,2,-3.547603310018786,-2.1766275034431284,Established Professional,"Gaya hidup yang berkualitas perlu diseimbangkan dengan pertumbuhan aset. Sambil menikmati langganan Netflix, mulailah alokasikan dana secara rutin ke instrumen Reksadana.",Investment,Bayar Tagihan,Lifestyle & Entertainment,Balanced Lifestyle,3,0.9498387096774193,Investment
1186,yuniarpuji,"Restu Gunawan, S.Pt",cindy14@example.net,+62 (0914) 766-0728,Bogor,Riau,31,Civil Servant,9666692,9089765,True,Young Professional,12220047,61,Retail & Convenience,QRIS,255580,1061914,8038339,0,1831264,124666,908284,0,24,0,0,0,17,0,0,15,0,0,0.0209148114639156,0.0868993313283221,0.6577992983333617,0.0,0.1498573491691685,0.0102017602549515,0.0743273676175412,0.0,32,1.2641393494134965,0,4,2,3,0,1.0509514787112706,2.606358738543698,Student,,,,,,0,0.9994444444444445,
1187,rachel24,"H. Marsudi Wahyudin, S.Ked",dirjagunarto@example.org,(088) 143 5368,Cilegon,Kalimantan Barat,38,Freelancer,4530793,8885465,True,Freelancer,13558176,51,E-Wallet,QRIS,4438527,1210277,6983206,14913,0,260057,651196,0,0,0,14,0,0,13,0,0,0,28,0.3273690113353735,0.0892654668839328,0.5150549369579701,0.0010999266346795,0.0,0.0191808234986163,0.0480297609331992,0.0,28,2.9924503298980265,3,0,2,1,1,-0.7964095944322663,1.1592293814540136,Young Professional,,,,,,0,0.9999632352941177,
1188,paulinramadan,Mumpuni Purnawati,pudjiastutivirman@example.net,0814141397,Manado,Jawa Barat,48,Lawyer,41545854,58078316,True,Established Professional,27039054,71,Internet,Bayar Tagihan,127463,0,12485381,212663,2109490,0,781754,11322303,0,20,0,23,16,0,0,0,0,0,0.0047140330902836,0.0,0.4617536004864075,0.0078650307860241,0.0780164099669903,0.0,0.0289120311342241,0.4187388575525291,16,0.650824348181064,5,2,0,0,3,3.25999355284266,-2.181008747453059,Freelancer,Jangan biarkan koneksi internet terputus di tengah deadline krusial. Aktifkan My Schedule agar tagihan Biznet terbayar otomatis dan fokus kreatifmu tidak terganggu.,My Schedule,Bayar Tagihan,Internet,Deadline Protection,4,0.9875,My Schedule
1189,dalionosuryono,Galiono Laksita,nsitompul@example.net,+62 (0929) 955-6205,Jayapura,Sulawesi Selatan,29,Civil Servant,13312590,12670984,True,Young Professional,14797583,62,Food & Beverage,QRIS,0,1619919,10656976,147124,1441874,107221,824469,0,15,0,0,0,25,0,0,17,0,0,0.0,0.1094718570274715,0.7201835110380181,0.0099424338459575,0.0974398253120239,0.0072458449973995,0.05571646020053,0.0,42,1.111547932329627,0,1,2,3,0,0.4792384514728495,2.4615011282461166,Student,,,,,,0,1.0,
1190,najib25,Melinda Tamba,anita81@example.org,+62 (042) 834 1108,Sawahlunto,Riau,40,Freelancer,3615675,8630712,True,Freelancer,16783347,79,Food & Beverage,QRIS,6396780,2193800,6750358,252608,0,399324,790477,0,0,0,17,0,0,18,0,0,0,24,0.3811384951321989,0.1307128947096848,0.4022056862552096,0.0150511089920795,0.0,0.0237928689794193,0.0470988863485402,0.0,24,4.64182825009763,3,1,2,1,1,-1.0708856839264804,0.6522111238660812,Young Professional,,,,,,0,0.999546568627451,
1191,bagyapuspasari,drg. Martani Maryadi,purwanto39@example.net,+62 (0278) 816-5803,Tomohon,Sumatera Selatan,20,Fresh Graduate,2355908,536210,True,Student,15169334,93,Lifestyle & Entertainment,Bayar Tagihan,6391818,1540770,0,4299767,469664,2294707,0,172608,0,0,0,0,0,0,17,0,23,23,0.4213644170954099,0.1015713609067239,0.0,0.2834512521478364,0.0309614099761129,0.151272748607635,0.0,0.0113787453438136,40,6.4388454732334734,4,3,0,2,2,-3.754579177077587,-2.3169339241429654,Established Professional,"Gaya hidup yang berkualitas perlu diseimbangkan dengan pertumbuhan aset. Sambil menikmati langganan Youtube, mulailah alokasikan dana secara rutin ke instrumen Reksadana.",Investment,Bayar Tagihan,Lifestyle & Entertainment,Balanced Lifestyle,3,0.955,Investment
1192,trimanullang,Hj. Dalima Laksmiwati,bajragin37@example.org,+62 (045) 303 8567,Banjar,Banten,39,Freelancer,3019311,12033710,True,Freelancer,23958430,80,Food & Beverage,QRIS,4952082,1693669,16368601,144335,0,79996,719747,0,0,0,23,0,0,18,0,0,0,23,0.2066947539260814,0.0706919831269418,0.6832083870600708,0.006024392832736,0.0,0.0033389498669591,0.0300414914482505,0.0,23,7.935062689778333,3,1,2,1,1,-0.3199934616078845,0.4862480121624943,Young Professional,,,,,,0,0.985,
1193,danang84,Ratna Palastri,parmanyolanda@example.com,+62 (918) 463-8655,Pariaman,Aceh,36,Freelancer,3909393,4147112,True,Freelancer,21061882,78,Internet,QRIS,3876798,596220,14796191,278966,0,232870,1280837,0,0,0,11,0,0,29,0,0,0,13,0.1840670181293856,0.0283080102572025,0.7025103595913053,0.0132450645557189,0.0,0.0110564663187997,0.0608130336684521,0.0,13,5.38750558270668,3,2,2,1,1,0.39909926536441787,0.8827852001827543,Young Professional,,,,,,0,0.98,
1194,tasnimmarbun,Ir. Estiono Prabowo,hardimanullang@example.com,+62 (036) 517-7739,Sukabumi,Sulawesi Barat,54,Lawyer,61970470,148659464,True,Established Professional,24482110,77,Internet,Bayar Tagihan,0,119480,11211646,0,1725165,282801,1174346,9968672,0,24,0,28,29,0,0,0,0,0,0.0,0.0048802981082799,0.4579525842358937,0.0,0.0704663498993203,0.0115513323177074,0.0479675139125053,0.4071818806801423,29,0.3950608992466751,5,2,0,0,3,3.959512850002066,-2.6371022599763623,Freelancer,Jangan biarkan koneksi internet terputus di tengah deadline krusial. Aktifkan My Schedule agar tagihan Telkom terbayar otomatis dan fokus kreatifmu tidak terganggu.,My Schedule,Bayar Tagihan,Internet,Deadline Protection,4,0.9223989898989899,My Schedule
1195,prasastabakianto,R. Diana Usamah,pertiwiemil@example.org,+62 (42) 869-9041,Palopo,Sulawesi Utara,19,Fresh Graduate,3303594,599509,True,Student,12856374,74,E-Wallet,Top Up,5772422,858559,0,3597305,382025,2122590,123473,0,0,0,0,0,0,0,11,0,25,20,0.4489929704135108,0.0667807994088535,0.0,0.27980709959067,0.0297148301912475,0.1651001934837775,0.0096040291295174,0.0,31,3.891631389440897,4,0,3,2,2,-3.6347339358579576,-0.6515962355399626,Established Professional,"Frekuensi pengisian saldo GoPay Anda cukup tinggi bulan ini. Untuk menjaga likuiditas dana tunai tetap optimal, gunakan Kartu Kredit sebagai sumber dana top-up agar Anda tetap mendapatkan poin.",Apply Credit Card,Top Up,E-Wallet,Cash Flow Optimization,1,0.8558653846153845,Apply Credit Card
1196,onarpati,R. Wulan Padmasari,padmiwahyuni@example.net,+62 (0257) 991 3662,Banda Aceh,Kalimantan Selatan,49,Entrepreneur,52528458,62595067,True,Established Professional,25592720,67,Utilities,Bayar Tagihan,82788,56116,10049878,0,991542,0,601835,13810561,0,15,0,14,25,0,0,0,0,0,0.0032348260272911,0.0021926547005298,0.3926850138365514,0.0,0.038743125437893,0.0,0.0235158660933317,0.5396284748307927,25,0.4872162726113858,2,7,0,0,3,3.84164741060229,-2.82816209015627,Freelancer,Jangan biarkan koneksi internet terputus di tengah deadline krusial. Aktifkan My Schedule agar tagihan PDAM terbayar otomatis dan fokus kreatifmu tidak terganggu.,My Schedule,Bayar Tagihan,Internet,Deadline Protection,4,0.9944444444444445,My Schedule
1197,mmaryadi,Raisa Rahimah,nasyidahchelsea@example.org,+62 (072) 980 6865,Tanjungpinang,Sumatera Utara,23,Student,3977044,714286,True,Student,13815369,77,E-Wallet,QRIS,6825989,1832068,471673,3009554,0,1411306,0,264779,0,0,0,0,0,0,30,0,27,25,0.4940865861717782,0.1326108529847554,0.0341411775435619,0.2178409988295644,0.0,0.1021547739944713,0.0,0.0191655380927184,55,3.4737773899968443,7,0,2,2,2,-4.112692677362259,-0.8807314232247341,Established Professional,,,,,,0,0.8836718390804598,
1198,zpradana,"dr. Gara Rahmawati, M.Farm",anggrainiembuh@example.com,(0314) 986-4300,Pematangsiantar,Aceh,52,Doctor,57060964,139519167,True,Established Professional,21689603,70,Transport & Mobility,QRIS,43395,43984,5774708,0,1659933,0,1311463,12856120,0,11,0,24,18,0,0,0,0,0,0.0020007280907479,0.0020278839576785,0.2662431273526248,0.0,0.0765312727701252,0.0,0.0604650504453654,0.5927318912784207,18,0.3801127969006482,1,6,2,0,3,4.6169709237707455,-1.925754827217096,Freelancer,,,,,,0,0.965,
1199,nyolanda,Laila Tarihoran,mangunsongsimon@example.net,+62 (0486) 959 4636,Cirebon,Papua,19,Student,2935452,542688,True,Student,12269418,74,Lifestyle & Entertainment,Bayar Tagihan,4895381,1348940,0,4110439,0,1527683,32524,354451,0,0,0,0,0,0,30,0,26,11,0.3989904493440154,0.1099432662622411,0.0,0.3350149668863701,0.0,0.1245114377461557,0.0026508182661297,0.0288889799916361,41,4.179735802276514,7,3,0,2,2,-4.019976766378821,-2.340397378389509,Established Professional,"Gaya hidup yang berkualitas perlu diseimbangkan dengan pertumbuhan aset. Sambil menikmati langganan Youtube, mulailah alokasikan dana secara rutin ke instrumen Reksadana.",Investment,Bayar Tagihan,Lifestyle & Entertainment,Balanced Lifestyle,3,0.939454094292804,Investment
1200,tramadan,"H. Hasta Mandala, S.IP",tugimanmarpaung@example.org,+62-865-890-2601,Parepare,Sulawesi Selatan,31,Civil Servant,13537455,12174617,True,Young Professional,14200630,59,Internet,QRIS,477156,1298137,10865397,0,891259,41352,627329,0,27,0,0,0,16,0,0,24,0,0,0.0336010420945379,0.0914140364607741,0.7651348028126356,0.0,0.0627619293818704,0.0029119832773628,0.044176135553413,0.0,40,1.048988081660247,0,2,2,3,0,0.5494835213595202,2.119051539689362,Student,,,,,,0,1.0,
1201,haryantokarsa,Lulut Firgantoro,nwacana@example.net,084 902 7703,Depok,Banten,38,Freelancer,10922533,5089126,True,Freelancer,17861231,70,Food & Beverage,QRIS,4901282,2661166,9234404,0,0,193140,608244,262995,0,0,10,0,0,13,0,0,0,18,0.2744089545446809,0.1489911782121188,0.5170082332506515,0.0,0.0,0.0108133638261907,0.0340538659371313,0.0147243482420473,18,1.6352643992685214,3,1,2,1,1,-0.34061714467769144,0.8525636179134892,Young Professional,,,,,,0,0.9999632352941177,
1202,parisnarpati,Halima Yolanda,manullangcawuk@example.com,(056) 693 8011,Tebingtinggi,Nusa Tenggara Timur,40,Freelancer,5426689,7435505,True,Freelancer,14583048,76,Transport & Mobility,QRIS,3190635,1925435,7982380,0,0,167942,1153781,162875,0,0,12,0,0,13,0,0,0,26,0.2187906657928667,0.1320324028260482,0.5473738722265831,0.0,0.0,0.0115162473910634,0.0791179540026231,0.0111687891880497,26,2.687282302840221,3,6,2,1,1,0.1073124994333839,1.3202884274194504,Young Professional,,,,,,0,0.999546568627451,
