user_id,username,full_name,email_address,phone_number,city,province,age,occupation,monthly_income,account_balance,consent_personalization,segment_ground_truth
1179,bellaardianto,Kadir Astuti,xmelani@example.org,089221699586,Sibolga,Kalimantan Utara,18,Student,2290217,2545795,True,Student
1180,raden54,Cahyo Zulkarnain,hana58@example.net,083339452288,Tarakan,Jambi,49,Doctor,51453788,111628856,True,Established Professional
1181,jamalia79,"Nyana Agustina, M.Pd",surya08@example.org,080620034244,Banjarmasin,Lampung,31,Freelancer,11396529,10059387,True,Freelancer
1182,gildafirmansyah,Ciaobella Susanti,sakurapurwanti@example.com,083840666580,Tidore Kepulauan,Kepulauan Bangka Belitung,37,Freelancer,4349590,11033390,True,Freelancer
1183,puspahandayani,"Niyaga Yuliarti, S.I.Kom",harsantosihombing@example.com,082122816064,Blitar,Jawa Timur,21,Fresh Graduate,3532158,1100119,True,Student
1184,adikara57,Arta Mangunsong,michelle09@example.net,084798515832,Pekalongan,Jawa Timur,18,Student,3828212,2462559,True,Student
1185,ipalastri,Gawati Prabowo,mujur54@example.org,089878015739,Banjar,Maluku Utara,24,Fresh Graduate,3416955,218743,True,Student
1186,ylatupono,"Intan Dongoran, M.TI.",dian87@example.com,080435811288,Sorong,DI Yogyakarta,31,Civil Servant,9666692,9089765,True,Young Professional
1187,umiusamah,"Hj. Lintang Jailani, S.Kom",eyuliarti@example.net,082075011024,Samarinda,Kalimantan Timur,38,Freelancer,4530793,8885465,True,Freelancer
1188,rahman67,Iriana Budiyanto,hwulandari@example.net,080919015814,Sibolga,DKI Jakarta,48,Lawyer,41545854,58078316,True,Established Professional
1189,taufik66,Jasmani Manullang,emplukwijaya@example.net,084245088210,Samarinda,Riau,29,Civil Servant,13312590,12670984,True,Young Professional
1190,samosirimam,"Jelita Prabowo, S.Farm",galurnashiruddin@example.org,089431290878,Kupang,DI Yogyakarta,40,Freelancer,3615675,8630712,True,Freelancer
1191,daliman39,Kani Mahendra,dalionosuryono@example.net,081357759492,Lubuklinggau,Sulawesi Selatan,20,Fresh Graduate,2355908,536210,True,Student
1192,adikasihotang,Narji Yuniar,xsaefullah@example.org,085777547812,Kota Administrasi Jakarta Utara,Jawa Barat,39,Freelancer,3019311,12033710,True,Freelancer
1193,karsautami,Tri Budiyanto,prastutikiandra@example.com,089308488725,Jayapura,Lampung,36,Freelancer,3909393,4147112,True,Freelancer
1194,wisnumardhiyah,Karimah Mardhiyah,wijayantijati@example.net,082827229927,Banjar,Kalimantan Timur,54,Lawyer,61970470,148659464,True,Established Professional
1195,epradipta,Artanto Winarsih,dindatarihoran@example.com,087700518449,Metro,Papua Barat,19,Fresh Graduate,3303594,599509,True,Student
1196,lili18,Kariman Waskita,muhammad77@example.net,080827231843,Denpasar,Jawa Timur,49,Entrepreneur,52528458,62595067,True,Established Professional
1197,natalia13,Tantri Latupono,ewulandari@example.com,083926030299,Bogor,Sumatera Selatan,23,Student,3977044,714286,True,Student
1198,pertiwiemil,Elvina Maryati,krahimah@example.net,080413797723,Serang,Jawa Tengah,52,Doctor,57060964,139519167,True,Established Professional
1199,padmiwahyuni,Nyoman Siregar,lriyanti@example.org,083662103886,Sibolga,Gorontalo,19,Student,2935452,542688,True,Student
1200,wawansusanti,"Dr. Jefri Lazuardi, S.Pt",iwahyuni@example.net,088068650863,Yogyakarta,Papua Barat,31,Civil Servant,13537455,12174617,True,Young Professional
1201,maria91,Natalia Pradipta,suryonomalika@example.net,086430098180,Sungai Penuh,Kalimantan Tengah,38,Freelancer,10922533,5089126,True,Freelancer
1202,rendy51,"Lanang Ramadan, S.T.",xpratiwi@example.net,084636887258,Kota Administrasi Jakarta Pusat,Maluku,40,Freelancer,5426689,7435505,True,Freelancer
1203,raden21,Violet Marpaung,prabowociaobella@example.com,085890260127,Bekasi,DI Yogyakarta,33,Private Employee,6171218,12269324,True,Young Professional
1204,ibun51,"Kiandra Wacana, M.Ak",michelle02@example.net,087703843098,Singkawang,Jawa Timur,33,Freelancer,11518424,5482413,True,Freelancer
1205,tarihoranjati,Bakianto Saefullah,qthamrin@example.com,086938011848,Malang,Kepulauan Riau,20,Fresh Graduate,3461795,2482374,True,Student
1206,nilamnababan,Ratih Ardianto,gara68@example.org,088184518489,Tanjungbalai,Sulawesi Tengah,27,Freelancer,10491822,10035882,True,Freelancer
1207,epratiwi,"Tgk. Yono Haryanti, M.M.",laksmiwatidaruna@example.com,081633565880,Kota Administrasi Jakarta Barat,Lampung,34,Freelancer,8577416,10259637,True,Freelancer
1208,wacanavanesa,Citra Puspasari,wawansihotang@example.com,083942373334,Kediri,Kalimantan Selatan,37,Freelancer,8398528,4165061,True,Freelancer
1209,pujitamba,Banawa Hutapea,asusanti@example.net,080759579472,Mojokerto,Kalimantan Timur,33,Civil Servant,8918527,16783325,True,Young Professional
1210,balangganovitasari,Puput Firmansyah,pandu27@example.org,088750036915,Singkawang,Kepulauan Bangka Belitung,20,Fresh Graduate,3957940,1648999,True,Student
1211,hanisaptono,Rahmi Siregar,gading76@example.org,086556472929,Bengkulu,Kepulauan Riau,27,Freelancer,11310235,1621086,True,Freelancer
1212,ichaastuti,Cakrabuana Maryadi,langgriawan@example.com,087288574489,Mojokerto,Gorontalo,32,Civil Servant,6683838,17774224,True,Young Professional
1213,banawapratama,Zalindra Usamah,hartatimulyono@example.com,085588450615,Samarinda,Kalimantan Barat,22,Fresh Graduate,1064372,654631,True,Student
1214,nyana58,"Melinda Hutapea, S.Sos",wira22@example.net,085699611253,Lubuklinggau,Lampung,27,Freelancer,4255409,8876745,True,Freelancer
1215,nurul64,"Tgk. Pangeran Rahmawati, M.TI.",kzulkarnain@example.org,080234132611,Parepare,Bengkulu,45,Entrepreneur,66486618,136698617,True,Established Professional
1216,widodoeli,Bala Saptono,cawisadiyolanda@example.com,084334722820,Surabaya,Nusa Tenggara Timur,24,Fresh Graduate,3828460,2288174,True,Student
1217,wawan78,drg. Cahya Namaga,mayariyanti@example.com,089688457831,Lhokseumawe,Papua,33,Freelancer,13515945,13058077,True,Freelancer
1218,jrajata,Karman Mansur,kemal78@example.org,087740649308,Depok,Sulawesi Barat,40,Freelancer,3602286,11359250,True,Freelancer
1219,pwidodo,"Septi Wibisono, S.Sos",karsahutapea@example.com,083894484631,Bogor,Lampung,19,Fresh Graduate,1954146,429078,True,Student
1220,uyainahviktor,Tira Oktaviani,unainggolan@example.org,082080214427,Kediri,DKI Jakarta,26,Freelancer,13632524,12809328,True,Freelancer
1221,amonglailasari,Ira Mandasari,wira05@example.org,082046187234,Balikpapan,Jambi,21,Student,3910851,1306051,True,Student
1222,prasetyahandayani,Dalimin Haryanti,nurdiyantiuchita@example.org,087645208814,Subulussalam,Maluku,18,Fresh Graduate,1235381,1280473,True,Student
1223,najamhabibi,Balidin Prakasa,asimbolon@example.org,084916300979,Medan,DKI Jakarta,46,Lawyer,29769023,95551249,True,Established Professional
1224,galihmandasari,dr. Vanya Utami,halimnarji@example.net,082812735857,Banda Aceh,Papua Barat,28,Freelancer,5851852,3937176,True,Freelancer
1225,embuh40,Putri Sihombing,knainggolan@example.org,088557498218,Palopo,Lampung,22,Fresh Graduate,3599253,2915274,True,Student
1226,gilda57,"Jono Wibowo, S.E.",safitriozy@example.net,083518638782,Madiun,Sulawesi Barat,31,Private Employee,8895475,18473623,True,Young Professional
1227,darman18,Rafid Mustofa,atmapangestu@example.org,087310967899,Banjarbaru,Papua,49,Lawyer,64750923,32522603,True,Established Professional
1228,nilamhidayanto,Marwata Lestari,hastutisari@example.org,085865094801,Batu,Kalimantan Tengah,32,Freelancer,14368424,10170395,True,Freelancer
1229,januarjail,Dadi Novitasari,kamariautami@example.org,088861957612,Purwokerto,Riau,25,Civil Servant,10797629,22715634,True,Young Professional
1230,tira28,Kamila Sihotang,paiman66@example.net,085939836845,Palopo,Riau,55,Lawyer,66326155,97135231,True,Established Professional
1231,firmansyahkairav,R.M. Tirtayasa Sihombing,salahudinibun@example.org,085048889921,Palu,Nusa Tenggara Timur,32,Freelancer,6342306,7454081,True,Freelancer
1232,entengsaptono,R.A. Gina Rajasa,cengkal96@example.net,083157279194,Tegal,Papua Barat,26,Freelancer,6979651,7398231,True,Freelancer
1233,hakimmulyono,"drg. Lidya Lazuardi, S.H.",usadarahayu@example.com,080480589258,Bukittinggi,Bengkulu,53,Lawyer,66927824,109250403,True,Established Professional
1234,whassanah,R. Darman Astuti,pandu22@example.com,081790864168,Tanjungpinang,Jawa Barat,24,Fresh Graduate,2151254,83965,True,Student
1235,yonopurwanti,Sadina Pertiwi,irianasusanti@example.net,088331465911,Pagaralam,Papua,22,Fresh Graduate,2200385,1015186,True,Student
1236,harjaya55,Prasetya Samosir,naradisusanti@example.com,089270335211,Kota Administrasi Jakarta Barat,Jawa Tengah,42,Entrepreneur,32759541,196669203,True,Established Professional
1237,alambana51,Ayu Sitompul,gawatiprabowo@example.org,088848792069,Kota Administrasi Jakarta Pusat,Jawa Timur,39,Entrepreneur,26520560,198432003,True,Established Professional
1238,suryonohimawan,Tgk. Anastasia Hastuti,hidayatprayoga@example.net,084510463681,Pasuruan,DKI Jakarta,20,Fresh Graduate,1139940,2480908,True,Student
1239,hastamardhiyah,H. Ajimin Gunarto,fitrianisamosir@example.com,087620555438,Banjarmasin,Kepulauan Bangka Belitung,39,Doctor,39804527,117702997,True,Established Professional
1240,jdabukke,Cakrawangsa Siregar,iwahyuni@example.org,086893639264,Palopo,Jawa Barat,28,Freelancer,6368777,3217273,True,Freelancer
1241,sabrinamandala,"Raharja Pangestu, S.E.I",yunita82@example.com,082925188125,Tegal,Bali,51,Entrepreneur,38289000,74169557,True,Established Professional
1242,raden64,"Hj. Ulya Saefullah, S.E.I",dariatimustofa@example.org,080994999393,Tangerang Selatan,Bali,50,Lawyer,42730795,60915633,True,Established Professional
1243,capa72,Dr. Tania Yulianti,gading67@example.com,082233060463,Tomohon,Kalimantan Tengah,25,Freelancer,5361510,13652562,True,Freelancer
1244,nugrohotomi,Shakila Simbolon,bprayoga@example.com,080965699988,Pematangsiantar,Gorontalo,34,Civil Servant,14350154,15273374,True,Young Professional
1245,chasanah,Karja Nasyiah,jgunarto@example.com,088034764472,Kupang,Bengkulu,24,Fresh Graduate,1058379,1159219,True,Student
1246,wirayuliarti,"Olivia Kusumo, S.E.",panjizulkarnain@example.com,087027937145,Tasikmalaya,Jambi,21,Fresh Graduate,3822046,2870001,True,Student
1247,latuponouda,Karna Winarno,prabapudjiastuti@example.com,080259222206,Lhokseumawe,Sulawesi Tengah,53,Lawyer,62852315,129716696,True,Established Professional
1248,ratih21,Ade Oktaviani,ajiono77@example.com,088097339776,Bau-Bau,Aceh,23,Student,2977517,154960,True,Student
1249,hanasetiawan,Sutan Asirwanda Nashiruddin,balapatiyolanda@example.com,080209945101,Cirebon,Jawa Timur,54,Doctor,63463215,46969694,True,Established Professional
1250,oliva99,Jaga Prastuti,bagus14@example.com,085616814721,Magelang,Sumatera Utara,32,Freelancer,13892430,7850067,True,Freelancer
1251,nnovitasari,Cut Cici Pertiwi,laksmiwatiyunita@example.net,084695489952,Pematangsiantar,Sumatera Barat,19,Student,1156078,1326597,True,Student
1252,nnajmudin,Febi Adriansyah,dongoranwadi@example.net,081396605583,Subulussalam,Kalimantan Selatan,26,Freelancer,4630611,4939290,True,Freelancer
1253,kacung14,Tgk. Pranata Ardianto,sitorusmahmud@example.com,089902355770,Pariaman,Jawa Tengah,30,Civil Servant,11224540,21125852,True,Young Professional
1254,vzulkarnain,T. Karya Wastuti,icha80@example.org,089551240568,Samarinda,Papua Barat,27,Freelancer,9960607,11987766,True,Freelancer
1255,milalatupono,"T. Nrima Sihotang, S.Gz",raden17@example.org,085743842150,Bekasi,Sulawesi Tengah,24,Fresh Graduate,3582232,1761762,True,Student
1256,laksmiwatibelinda,Novi Novitasari,marwata21@example.net,082307681040,Magelang,Sulawesi Tenggara,36,Entrepreneur,44865844,88322886,True,Established Professional
1257,jailanieva,"Ira Damanik, M.Farm",sari35@example.org,083448571422,Binjai,Aceh,37,Freelancer,6961312,7084862,True,Freelancer
1258,putrahalima,Humaira Megantara,karimah32@example.org,084958702070,Meulaboh,Bengkulu,23,Fresh Graduate,3283655,2754599,True,Student
1259,aryanipurwanto,Ir. Siti Hassanah,leo53@example.net,088179217174,Parepare,Kalimantan Timur,36,Lawyer,38514090,80951346,True,Established Professional
1260,edwardsusanti,Kania Najmudin,martaka77@example.org,081715772459,Pekanbaru,Gorontalo,24,Fresh Graduate,1384506,2829853,True,Student
1261,ukurniawan,Prima Sihombing,lwacana@example.com,083938276153,Palangkaraya,Nusa Tenggara Barat,34,Private Employee,5848566,14190710,True,Young Professional
1262,ganjaranwijayanti,"Tania Pertiwi, M.Kom.",rahayumutia@example.com,085817246191,Madiun,Sumatera Barat,26,Private Employee,6151087,21596127,True,Young Professional
1263,iswahyudiibrahim,Hj. Yessi Adriansyah,taniamaryadi@example.com,088469973354,Palangkaraya,Nusa Tenggara Timur,33,Private Employee,8909069,14024629,True,Young Professional
1264,padmasariagus,dr. Slamet Mahendra,bancar58@example.org,080851403696,Tasikmalaya,Papua Barat,33,Private Employee,9651899,7854922,True,Young Professional
1265,bwibowo,"Cawuk Kusmawati, S.E.I",ichawinarno@example.com,086242201027,Bogor,DKI Jakarta,32,Civil Servant,7927575,6688516,True,Young Professional
1266,suciagustina,"H. Lukita Anggraini, M.Ak",upikmelani@example.com,088765326909,Tegal,Kalimantan Utara,19,Student,2502577,1047957,True,Student
1267,rizki89,Kasim Laksmiwati,darmanto97@example.net,081284781891,Parepare,DI Yogyakarta,35,Doctor,37808512,44065755,True,Established Professional
1268,putri05,Jarwadi Hasanah,upertiwi@example.com,086544209494,Sorong,Sulawesi Utara,30,Private Employee,6066326,18980162,True,Young Professional
1269,karenhabibi,Yessi Oktaviani,suwarnoajeng@example.org,082814429444,Ternate,Jambi,34,Freelancer,11610704,10960063,True,Freelancer
1270,mayamaryadi,Yani Natsir,jarwi72@example.net,080512927663,Tebingtinggi,Jawa Timur,21,Student,3579945,231886,True,Student
1271,keziasitumorang,Usyi Latupono,marbunwisnu@example.com,087478366742,Balikpapan,Lampung,49,Entrepreneur,22090484,46327694,True,Established Professional
1272,rwibowo,Ir. Yahya Gunarto,nasyidahraina@example.com,086945441496,Yogyakarta,Kalimantan Utara,35,Freelancer,10151684,12510805,True,Freelancer
1273,ekasirait,Galar Pudjiastuti,wulandariagus@example.org,080618175344,Bandung,Bali,21,Fresh Graduate,1308242,388859,True,Student
1274,hakimmelinda,"R.A. Rahayu Uyainah, S.IP",irawannurul@example.org,086921244717,Yogyakarta,Sulawesi Selatan,54,Doctor,24407860,63874296,True,Established Professional
1275,kamidin21,Harjaya Wibisono,banawa44@example.org,087173962712,Jambi,Gorontalo,54,Entrepreneur,59283159,177198309,True,Established Professional
1276,grajata,Kenzie Ramadan,fbudiyanto@example.org,080064256908,Pariaman,Sulawesi Selatan,47,Entrepreneur,55605066,109161011,True,Established Professional
1277,ihidayat,Shakila Laksmiwati,purnawatigabriella@example.com,085460158517,Sukabumi,Kalimantan Selatan,39,Freelancer,13157376,8217547,True,Freelancer
1278,irmagunarto,"Dadap Salahudin, S.Sos",usamahyunita@example.com,087173203093,Meulaboh,DI Yogyakarta,24,Student,3746065,2780142,True,Student
1279,betania87,Argono Sirait,siraitbakiadi@example.com,081387829310,Pasuruan,Bali,30,Civil Servant,8833486,16885279,True,Young Professional
1280,csafitri,"Cager Budiman, S.E.",samosirdagel@example.com,089291117993,Dumai,Sulawesi Selatan,49,Lawyer,47916592,55524410,True,Established Professional
1281,violet65,"Kamal Palastri, S.E.I",irsad09@example.org,085114262582,Kota Administrasi Jakarta Barat,Banten,48,Lawyer,64634633,98421458,True,Established Professional
1282,dalionousamah,"R.M. Agus Laksita, S.Pt",ardiantogatot@example.org,089467232487,Kendari,Kalimantan Barat,39,Entrepreneur,51827579,48020961,True,Established Professional
1283,riyantigatra,Puti Sari Sihombing,raihan08@example.org,083181958837,Kota Administrasi Jakarta Utara,Bengkulu,24,Student,1391035,1861421,True,Student
1284,darmantomaryadi,Najwa Nugroho,umigunawan@example.org,085436459701,Prabumulih,Kalimantan Barat,23,Fresh Graduate,1545743,2383588,True,Student
1285,asmiantolaksita,Umar Prakasa,lrahayu@example.com,086353153136,Metro,Kalimantan Timur,22,Fresh Graduate,3810239,562675,True,Student
1286,halimahlaras,Dalima Pratama,ynugroho@example.com,082735435209,Kota Administrasi Jakarta Utara,Jawa Barat,34,Freelancer,14162561,13587680,True,Freelancer
1287,hastutivero,"Tgk. Darmaji Sihombing, M.Ak",sarahsuryatmi@example.org,089831687397,Kota Administrasi Jakarta Utara,Aceh,24,Freelancer,7825620,11073209,True,Freelancer
1288,pprayoga,R.A. Rika Maryadi,agustinabakidin@example.org,087806867177,Bau-Bau,Aceh,46,Doctor,58783455,166207519,True,Established Professional
1289,ipratama,Marsudi Iswahyudi,kuswandariulva@example.com,082799077262,Sorong,Sulawesi Tenggara,26,Civil Servant,8762204,6631206,True,Young Professional
1290,utamicaket,"Juli Nuraini, S.Gz",simon49@example.net,089319508501,Mataram,Sulawesi Tenggara,52,Lawyer,27709822,104777585,True,Established Professional
1291,utamaoskar,H. Bagas Purwanti,entengsitorus@example.org,088179335548,Kota Administrasi Jakarta Utara,Bengkulu,30,Private Employee,9487028,3971507,True,Young Professional
1292,wahyudinmuhammad,Dr. Radit Maheswara,rnasyidah@example.net,084795137116,Kotamobagu,DI Yogyakarta,28,Civil Servant,10701311,14778391,True,Young Professional
1293,marbunkusuma,Jamal Maryadi,evautami@example.org,084682756704,Batam,Bali,19,Student,3375322,2807103,True,Student
1294,ekayuliarti,dr. Safina Yuliarti,amalia98@example.net,087749242437,Kotamobagu,Bengkulu,25,Freelancer,5380261,13431397,True,Freelancer
1295,nrimasuryono,Lasmanto Marpaung,galih22@example.org,083105927452,Sabang,Banten,18,Student,2577873,1810905,True,Student
1296,malik25,Kasusra Sihombing,dongoranrusman@example.com,082752088547,Tomohon,Jawa Tengah,33,Freelancer,5640889,7208460,True,Freelancer
1297,ssirait,Azalea Mandala,samosirasirwanda@example.com,089375150939,Yogyakarta,Kepulauan Riau,45,Entrepreneur,60011900,52805481,True,Established Professional
1298,arsipatrahutasoit,Shania Winarsih,mulyanipandu@example.org,087599805626,Meulaboh,Papua,19,Student,3591401,258719,True,Student
1299,suryonomuhammad,Putri Irawan,tirtaagustina@example.com,084266299123,Parepare,Sumatera Utara,20,Fresh Graduate,3776372,1828446,True,Student
1300,cahyadi96,Suci Saputra,jnatsir@example.com,089232648704,Payakumbuh,Sulawesi Tenggara,37,Freelancer,9948850,5582979,True,Freelancer
1301,asmadiadriansyah,Suci Usada,pmaheswara@example.net,084627301471,Sawahlunto,Sulawesi Utara,32,Private Employee,10791039,17425507,True,Young Professional
1302,orajata,"Yuliana Lazuardi, S.I.Kom",rajatagamani@example.net,080257252045,Subulussalam,Nusa Tenggara Timur,20,Fresh Graduate,3210121,2848156,True,Student
1303,siregarlamar,Kamidin Nababan,dacinrahimah@example.org,088554451895,Balikpapan,Jawa Barat,36,Doctor,46525677,190880069,True,Established Professional
1304,panca76,Baktiono Pratama,chelseaprasetya@example.org,088988816711,Banda Aceh,Sulawesi Utara,18,Student,2264244,935979,True,Student
1305,leo52,Drs. Vanesa Siregar,lulutdabukke@example.net,081322342321,Tanjungbalai,Jambi,28,Civil Servant,10504979,7026006,True,Young Professional
1306,budiyantoagnes,Daliman Kurniawan,wahyunidewi@example.net,080714014011,Semarang,Kalimantan Selatan,21,Fresh Graduate,1736917,591844,True,Student
1307,umitampubolon,Slamet Setiawan,niyaga28@example.net,089389119083,Kotamobagu,Jawa Timur,40,Freelancer,14805644,4860617,True,Freelancer
1308,januarikhsan,"Dr. Karimah Rahmawati, S.E.",gwulandari@example.org,085663836151,Binjai,Sumatera Utara,37,Lawyer,69797550,41355427,True,Established Professional
1309,anastasiatarihoran,H. Arta Hutasoit,aurora16@example.com,087947386463,Parepare,Papua,23,Freelancer,10713396,2306317,True,Freelancer
1310,akarsanawulandari,Harto Farida,lazuardiedison@example.com,086912153539,Bitung,Kalimantan Timur,53,Lawyer,58480201,138561440,True,Established Professional
1311,rmandasari,"Drs. Lega Saputra, S.Sos",wawan96@example.com,088427114773,Bandar Lampung,Gorontalo,32,Freelancer,4932288,7795314,True,Freelancer
1312,hidayatbella,Harjaya Suartini,gaduh49@example.net,081187734778,Probolinggo,Nusa Tenggara Barat,20,Student,3592605,1979786,True,Student
1313,firmansyahsatya,Harjo Hartati,parman77@example.org,080284276246,Tual,Jambi,37,Lawyer,27104354,95314768,True,Established Professional
1314,jwahyuni,Dr. Nabila Purwanti,cintahakim@example.com,084796954500,Blitar,Papua,35,Freelancer,11790632,2319479,True,Freelancer
1315,latika05,Jelita Tamba,dtampubolon@example.net,083334911415,Banda Aceh,Maluku Utara,32,Freelancer,8696087,4717362,True,Freelancer
1316,haryantitira,Drs. Lili Santoso,halimahlintang@example.org,085696591713,Payakumbuh,Sumatera Selatan,40,Doctor,54257953,199979952,True,Established Professional
1317,ganda94,Farah Mandasari,nasyiahikhsan@example.com,084049639191,Kota Administrasi Jakarta Timur,DI Yogyakarta,22,Student,2465386,1522619,True,Student
1318,naryani,Martana Sihombing,sakti85@example.org,086649878208,Samarinda,Sumatera Barat,27,Private Employee,7456926,11588868,True,Young Professional
1319,taniahastuti,"Kasiran Susanti, S.Farm",nurdiyantihimawan@example.com,087232466513,Kota Administrasi Jakarta Timur,Lampung,26,Private Employee,6264218,8944037,True,Young Professional
1320,kambalirahimah,Balijan Maryadi,asmanprasasta@example.com,087786603242,Kota Administrasi Jakarta Selatan,Kepulauan Riau,37,Freelancer,12457911,13748623,True,Freelancer
1321,septigunarto,Violet Damanik,hutasoitlutfan@example.net,084165162319,Pematangsiantar,Sumatera Utara,33,Freelancer,13522961,6303930,True,Freelancer
1322,amelia13,"KH. Galar Sitompul, M.Farm",bprakasa@example.org,082123476490,Prabumulih,Papua,31,Private Employee,12867190,17838040,True,Young Professional
1323,simanjuntakhafshah,"Dirja Setiawan, S.E.I",wasis54@example.org,089003486451,Palembang,Papua Barat,43,Entrepreneur,23769647,124473770,True,Established Professional
1324,wijayakajen,"R.A. Ifa Pranowo, S.E.",uusamah@example.net,086041776561,Tanjungpinang,Kepulauan Bangka Belitung,20,Fresh Graduate,2895464,207736,True,Student
1325,thamrinsaadat,"Drs. Unjani Simbolon, M.M.",habibisiska@example.net,082720634591,Cilegon,Kalimantan Utara,20,Fresh Graduate,1321833,2753927,True,Student
1326,melindazulkarnain,Mila Kuswandari,karmanatsir@example.net,089543165266,Banda Aceh,Bali,22,Fresh Graduate,2940753,2484077,True,Student
1327,cemanihariyah,"Zulaikha Narpati, S.Gz",bsafitri@example.net,084215291086,Tangerang,Sumatera Barat,21,Student,2348580,2587578,True,Student
1328,prasetyohasim,"Tgk. Irma Lailasari, S.Sos",setyaputra@example.net,083436262044,Solok,Sulawesi Tengah,39,Freelancer,5531028,2038068,True,Freelancer
1329,oktapadmasari,Chelsea Anggriawan,umansur@example.net,086366941180,Magelang,Kalimantan Utara,26,Freelancer,8761929,12984226,True,Freelancer
1330,mthamrin,"Drs. Nyana Gunawan, S.Ked",clara96@example.com,086528092428,Makassar,Sulawesi Tenggara,22,Student,1164173,1089112,True,Student
1331,cemanisimanjuntak,Dinda Rajata,sihotangbakidin@example.org,087456449485,Cimahi,Maluku Utara,37,Freelancer,11792411,9770256,True,Freelancer
1332,jmaryadi,"Makara Farida, S.Gz",eminhabibi@example.org,082074276170,Manado,Sumatera Barat,29,Civil Servant,9746166,15999542,True,Young Professional
1333,hlailasari,"R. Dewi Tampubolon, S.Pt",kasimnajmudin@example.org,088499390892,Batu,Kalimantan Utara,33,Freelancer,14390013,11030860,True,Freelancer
1334,gwastuti,Edi Zulaika,wijayapangeran@example.net,081520177749,Magelang,Banten,24,Fresh Graduate,1276454,1432823,True,Student
1335,usimbolon,"Drs. Cager Prabowo, S.Gz",mariadi01@example.net,089616423610,Cilegon,Papua Barat,22,Fresh Graduate,2191798,1106946,True,Student
1336,psuryono,"Candra Lazuardi, S.Pd",vastuti@example.com,089251583776,Kota Administrasi Jakarta Timur,Sulawesi Selatan,29,Private Employee,14776746,7745548,True,Young Professional
1337,anggrainiokto,Siti Aryani,gunartodewi@example.com,087327881476,Pariaman,Maluku,44,Entrepreneur,66874196,135215420,True,Established Professional
1338,dodosalahudin,dr. Ega Purnawati,puspasaricandra@example.org,088186617945,Sawahlunto,DKI Jakarta,33,Private Employee,10193922,21754312,True,Young Professional
1339,latuponotina,"R.M. Saiful Wijaya, S.Gz",agustinalegawa@example.com,089779452321,Tangerang,Gorontalo,33,Freelancer,5144023,12242687,True,Freelancer
1340,bnasyidah,Adinata Narpati,sharyanti@example.com,089749956412,Balikpapan,Kalimantan Selatan,23,Fresh Graduate,3132755,1567617,True,Student
1341,budiyantozulaikha,"Cut Fathonah Laksmiwati, S.E.I",teddyutami@example.net,083147276012,Ternate,Sulawesi Tengah,20,Fresh Graduate,1756077,948389,True,Student
1342,bhalimah,R.A. Farah Sihombing,vhabibi@example.org,081667998407,Pasuruan,Sumatera Selatan,50,Doctor,35203046,66927419,True,Established Professional
1343,tpradipta,Indra Permata,intan14@example.net,086717957602,Tebingtinggi,Kalimantan Selatan,25,Civil Servant,6696860,20035239,True,Young Professional
1344,csitumorang,Langgeng Sirait,smustofa@example.net,086657293417,Cirebon,Kalimantan Selatan,23,Fresh Graduate,3592211,599659,True,Student
1345,nilamlestari,Nilam Sihombing,haripuspita@example.org,080545228015,Binjai,Kalimantan Timur,27,Freelancer,5722056,4034091,True,Freelancer
1346,purwantiikin,Violet Thamrin,puspitakasusra@example.org,088910771199,Sabang,Banten,31,Private Employee,11893063,15223859,True,Young Professional
1347,marbunrika,Viktor Tarihoran,lananghandayani@example.net,087125521376,Kota Administrasi Jakarta Barat,Sulawesi Utara,31,Civil Servant,12531761,10851835,True,Young Professional
1348,kemal82,Tina Agustina,rini32@example.net,086326667850,Bontang,Aceh,28,Civil Servant,8255051,15342694,True,Young Professional
1349,hutasoitmurti,"R.M. Ibrahim Halim, S.Sos",wijayantisiska@example.org,089084668455,Kota Administrasi Jakarta Utara,Sumatera Utara,37,Freelancer,7727345,14054755,True,Freelancer
1350,respatihassanah,Drs. Pandu Safitri,zsitumorang@example.net,086341085628,Jambi,DKI Jakarta,39,Freelancer,11849306,8023963,True,Freelancer
1351,eva52,"Dr. Lega Rajata, S.H.",surya81@example.net,080548510174,Palu,Nusa Tenggara Barat,27,Private Employee,9194357,4750863,True,Young Professional
1352,lalapratiwi,"Mulya Nasyidah, M.Ak",naradisalahudin@example.com,089268315893,Palu,Gorontalo,34,Freelancer,12303649,2721170,True,Freelancer
1353,solehzulkarnain,Irwan Mustofa,cprabowo@example.org,085869886497,Palembang,Sumatera Barat,20,Student,1672398,1194169,True,Student
1354,jmarpaung,Tania Haryanti,dewinuraini@example.org,083770285196,Bitung,Papua,39,Freelancer,5472100,14942650,True,Freelancer
1355,bajragin82,Kasiyah Sihombing,amalia02@example.org,089604432701,Batam,Banten,25,Freelancer,6725179,14702006,True,Freelancer
1356,klaksmiwati,Jessica Waluyo,isudiati@example.org,088777251996,Kediri,Riau,34,Freelancer,3447451,7960815,True,Freelancer
1357,gina07,"Bakidin Marbun, S.Ked",iriana18@example.org,083989098378,Bitung,Kalimantan Barat,21,Fresh Graduate,1988924,1669698,True,Student
1358,saefullahhendra,"Zalindra Prastuti, M.M.",nasyidahnajwa@example.com,086907056260,Metro,Kepulauan Bangka Belitung,20,Student,1118227,1386661,True,Student
